,Dataset,Method,Level,Avg. xcorrD,Std. xcorrD
64,RossmanSales,timeweaver,M,0.006032796556006648,0.001432081539912794
65,RossmanSales,timeweaver,F,0.1267321785116379,0.008497214472418626
66,RossmanSales,tsdiff-0.0,C,0.03587336740897499,0.0005956214451141021
67,RossmanSales,tsdiff-0.0,M,0.019463097708912802,0.0022440685551411827
68,RossmanSales,tsdiff-0.0,F,0.05914908127289399,0.0012515849085866285
69,RossmanSales,tsdiff-0.5,C,0.04585319171909673,0.0006987055554334503
70,RossmanSales,tsdiff-0.5,M,0.0035230042865004307,0.002485073056042832
71,RossmanSales,tsdiff-0.5,F,0.07525537501351799,0.0027345029757729973
72,RossmanSales,tsdiff-1.0,C,0.10182204586585511,0.0008677670883935426
73,RossmanSales,tsdiff-1.0,M,0.05659669399140671,0.004358452136005237
74,RossmanSales,tsdiff-1.0,F,0.0522129998614,0.0021099326265411073
75,RossmanSales,tsdiff-2.0,C,0.044200503500341805,0.0010015327181610663
76,RossmanSales,tsdiff-2.0,M,0.005503422418330251,0.0015220200895469606
77,RossmanSales,tsdiff-2.0,F,0.0386071280353422,0.0014730587133718628
78,RossmanSales,wavestitch-1,C,0.019194527638591318,0.0005013592458811125
79,RossmanSales,wavestitch-1,M,0.003581781850277699,0.0015327334256156823
80,RossmanSales,wavestitch-1,F,0.006793137609904387,0.00042532364192126454
81,RossmanSales,wavestitch-8,C,0.031421839843143465,0.0008641497454354261
82,RossmanSales,wavestitch-8,M,0.008937258683183524,0.0010354833368827105
83,RossmanSales,wavestitch-8,F,0.011000733684147158,0.0008534087360780415
84,RossmanSales,wavestitch-16,C,0.03085131059577645,0.001104666477302002
85,RossmanSales,wavestitch-16,M,0.008458302477965496,0.0017378699673284285
86,RossmanSales,wavestitch-16,F,0.01200456138959034,0.000383182517819611
87,RossmanSales,wavestitch-32,C,0.031058046062873344,0.0014337347881307597
88,RossmanSales,wavestitch-32,M,0.009554060130186915,0.0008478030417062171
89,RossmanSales,wavestitch-32,F,0.01774959395567377,0.000599254641546591
90,BeijingAirQuality,timegan,C,0.1906057913345367,0.003989535603828047
91,BeijingAirQuality,timegan,M,0.23164084570534,0.006479737118359284
92,BeijingAirQuality,timegan,F,0.18147316341632336,0.006472311352584844
93,BeijingAirQuality,timeweaver,C,0.15584499931076248,0.0019147046185929715
94,BeijingAirQuality,timeweaver,M,0.19069118166422513,0.014823795391302514
95,BeijingAirQuality,timeweaver,F,0.2853876388915705,0.032462840764348216
96,BeijingAirQuality,tsdiff-0.0,C,0.2821742961927954,0.004788253421096975
97,BeijingAirQuality,tsdiff-0.0,M,0.19959170393754452,0.00435996361122876
98,BeijingAirQuality,tsdiff-0.0,F,0.04476968579892911,0.0037148787245800483
99,BeijingAirQuality,tsdiff-0.5,C,0.17809038738382932,0.00330127876503676
100,BeijingAirQuality,tsdiff-0.5,M,0.18730156299024858,0.003273072501916174
101,BeijingAirQuality,tsdiff-0.5,F,0.04695709093430719,0.002122981273349428
102,BeijingAirQuality,tsdiff-1.0,C,0.3100848505885575,0.002286666195886509
103,BeijingAirQuality,tsdiff-1.0,M,0.2279251444689061,0.003991170961807587
104,BeijingAirQuality,tsdiff-1.0,F,0.046243804485563325,0.0011144509194050255
105,BeijingAirQuality,tsdiff-2.0,C,0.28884490775176613,0.005137796386888885
106,BeijingAirQuality,tsdiff-2.0,M,0.3239704486032605,0.007890172341121784
107,BeijingAirQuality,tsdiff-2.0,F,0.043251976965682594,0.0023617307085435023
108,BeijingAirQuality,wavestitch-1,C,0.17239951503671946,0.008024868685408842
109,BeijingAirQuality,wavestitch-1,M,0.19949515189180003,0.013748385497589591
110,BeijingAirQuality,wavestitch-1,F,0.044259858173067226,0.0015866656938151437
111,BeijingAirQuality,wavestitch-8,C,0.15560419429472194,0.007665509863981042
112,BeijingAirQuality,wavestitch-8,M,0.18749726036271014,0.014546512067682996
113,BeijingAirQuality,wavestitch-8,F,0.03791785356107698,0.003287069409018027
114,BeijingAirQuality,wavestitch-16,C,0.15993396680262026,0.005448999426979695
115,BeijingAirQuality,wavestitch-16,M,0.20120061700654052,0.010061173218439249
116,BeijingAirQuality,wavestitch-16,F,0.039447898976961375,0.0024165116978132903
117,BeijingAirQuality,wavestitch-32,C,0.16070341234204497,0.001021117131917774
118,BeijingAirQuality,wavestitch-32,M,0.1957712281223702,0.009183478822391553
119,BeijingAirQuality,wavestitch-32,F,0.03924105490781198,0.003372622147155412
120,PanamaEnergy,timegan,C,0.4116430270265452,0.0011472843180219284
121,PanamaEnergy,timegan,M,0.5348924833852136,0.00698443529603879
122,PanamaEnergy,timegan,F,0.36643611196777875,0.001208159895944889
123,PanamaEnergy,timeweaver,C,0.1449594734134276,0.004855312351363355
124,PanamaEnergy,timeweaver,M,0.17477487970815808,0.04329005929963188
125,PanamaEnergy,timeweaver,F,0.2489947713166914,0.025042282458716543
126,PanamaEnergy,tsdiff-0.0,C,0.3601706788395043,0.003718632539953194
127,PanamaEnergy,tsdiff-0.0,M,0.3063919232691174,0.011269619544891422
128,PanamaEnergy,tsdiff-0.0,F,0.06743669639232956,0.0004774007537338106
129,PanamaEnergy,tsdiff-0.5,C,0.297670204161121,0.0031991268444651905
130,PanamaEnergy,tsdiff-0.5,M,0.321122154901195,0.020687263786410788
131,PanamaEnergy,tsdiff-0.5,F,0.09868703772568943,0.0005923331573912058
132,PanamaEnergy,tsdiff-1.0,C,0.361713578938318,0.0016787591042925166
133,PanamaEnergy,tsdiff-1.0,M,0.298101778265802,0.003884220918419252
134,PanamaEnergy,tsdiff-1.0,F,0.10427817902260601,0.0005547967866643155
135,PanamaEnergy,tsdiff-2.0,C,0.36194170455726205,0.0024128409058743585
136,PanamaEnergy,tsdiff-2.0,M,0.355777049693969,0.005072244005003953
137,PanamaEnergy,tsdiff-2.0,F,0.07798988820907411,0.0007370604372477614
138,PanamaEnergy,wavestitch-1,C,0.19887710901929215,0.003192756325672551
139,PanamaEnergy,wavestitch-1,M,0.19178596938976405,0.030294395116425725
140,PanamaEnergy,wavestitch-1,F,0.05569760425327167,0.0033783781306863116
141,PanamaEnergy,wavestitch-8,C,0.22783913650105658,0.005539828832148622
142,PanamaEnergy,wavestitch-8,M,0.2318994661488313,0.017004518368995202
143,PanamaEnergy,wavestitch-8,F,0.055536281793498385,0.003385000972132718
144,PanamaEnergy,wavestitch-16,C,0.23507101910543532,0.004774925768909975
145,PanamaEnergy,wavestitch-16,M,0.25293895770392416,0.01930619159880423
146,PanamaEnergy,wavestitch-16,F,0.05735836317385421,0.0037173186969991622
147,PanamaEnergy,wavestitch-32,C,0.15308589148823507,0.010582046005160288
148,PanamaEnergy,wavestitch-32,M,0.18427811434338792,0.012227509778389265
149,PanamaEnergy,wavestitch-32,F,0.05316141383413685,0.0028738675622682155
