,Dataset,Method,Level,Avg. ACD,Std. ACD
68,AustraliaTourism,wavestitch-16,F,0.021529193054429664,0.00033863925521460786
69,AustraliaTourism,wavestitch-32,C,0.022784725195294862,0.002349769314725722
70,AustraliaTourism,wavestitch-32,M,0.06925909269161637,0.013735877971105698
71,AustraliaTourism,wavestitch-32,F,0.023844535354694208,0.0024000433034442035
72,AustraliaTourism,wavestitch-1,C,0.017836113619397197,0.0011112020713494773
73,AustraliaTourism,wavestitch-1,M,0.04001976487880391,0.004373651451293999
74,AustraliaTourism,wavestitch-1,F,0.02172078719362183,0.00023333250630363513
75,AustraliaTourism,timegan,C,0.25922183703910584,0.0148972057333862
76,AustraliaTourism,timegan,M,0.25343553650684464,0.00632074971060736
77,AustraliaTourism,timegan,F,0.2554893275914442,0.023847743762481808
78,AustraliaTourism,timeweaver,C,0.024296263116468476,0.002943267282065743
79,AustraliaTourism,timeweaver,M,0.09311244551383524,0.02098565887618079
80,AustraliaTourism,timeweaver,F,0.12579625142052808,0.0015174314360183684
81,AustraliaTourism,tsdiff-0.5,C,0.08994109559705862,0.0031822024357058385
82,AustraliaTourism,tsdiff-0.5,M,0.25573410633786886,0.00220369435220164
83,AustraliaTourism,tsdiff-0.5,F,0.09033384462120042,0.0010316695463048915
84,PanamaEnergy,wavestitch-8,C,0.2944424890460546,0.004991878913828786
85,PanamaEnergy,wavestitch-8,M,0.1783182425229215,0.032039658766878976
86,PanamaEnergy,wavestitch-8,F,0.08098759543456102,0.007182496956406608
87,PanamaEnergy,wavestitch-16,C,0.30031480675868033,0.003615710962297507
88,PanamaEnergy,wavestitch-16,M,0.20363733032631917,0.023279683050296072
89,PanamaEnergy,wavestitch-16,F,0.08577532837551831,0.0020343235993005512
90,PanamaEnergy,wavestitch-32,C,0.32371435445625296,0.005809575970709791
91,PanamaEnergy,wavestitch-32,M,0.18765546857453969,0.013916178451654977
92,PanamaEnergy,wavestitch-32,F,0.07108578834076947,0.0023758404487754284
93,PanamaEnergy,wavestitch-1,C,0.3126942522875157,0.004630761605011653
94,PanamaEnergy,wavestitch-1,M,0.21596486306111679,0.015381520299682852
95,PanamaEnergy,wavestitch-1,F,0.08188620761408685,0.004172840107915703
96,PanamaEnergy,timegan,C,0.4102106363311731,0.00041277257642284093
97,PanamaEnergy,timegan,M,0.3816704798596541,0.0019425904148771876
98,PanamaEnergy,timegan,F,0.4173279152305745,0.0005445012013757022
99,PanamaEnergy,timeweaver,C,0.32135148155494125,0.002625772593418552
100,PanamaEnergy,timeweaver,M,0.25840034177264454,0.020333125474308232
101,PanamaEnergy,timeweaver,F,0.3526243027083725,0.02422579563579502
102,PanamaEnergy,tsdiff-0.5,C,0.38816370225035746,0.001475134357212807
103,PanamaEnergy,tsdiff-0.5,M,0.3090356880711874,0.011073611999778278
104,PanamaEnergy,tsdiff-0.5,F,0.08120329836502957,0.0006007105567027752
