,Dataset,Parallelism,Level,Queries,Avg. MSE,Std. MSE,Avg. Time,Std. Time
18,AustraliaTourism,Pipe-8,C,200,0.16664331922704712,0.011885525356363367,2.1394772944040596,0.5204245225882698
19,AustraliaTourism,Pipe-8,M,200,0.2779839015885989,0.046235186322277355,2.177890143170953,0.5647403619012077
20,AustraliaTourism,Pipe-8,F,200,0.1526935259970505,0.0071514556945266785,2.1853616925887764,0.5860654477567421
21,AustraliaTourism,Pipe-16,C,200,0.1907939808703341,0.015828738183563666,2.0202707906253634,0.566475500755332
22,AustraliaTourism,Pipe-16,M,200,0.4035373037387947,0.09398390134397339,2.0165411544498055,0.5251295755110924
23,AustraliaTourism,Pipe-16,F,200,0.15389444793246687,0.0014510323261341114,2.0248935322277246,0.5286164312503545
24,AustraliaTourism,Pipe-32,C,200,0.3036578434105309,0.062333080999562036,2.058175157639198,0.5743379725862603
25,AustraliaTourism,Pipe-32,M,200,0.7168657055682937,0.1469429439112019,2.088433971814811,0.5711952391250603
26,AustraliaTourism,Pipe-32,F,200,0.23115226415641507,0.0515964130205465,2.0037673351820557,0.511051785434135
27,MetroTraffic,AR-8,C,198600,0.4991783293365996,0.010421359545010875,1728.3485508279875,5.815960983571407
28,MetroTraffic,AR-8,M,8400,0.38921193006708316,0.06289085917991273,72.82470788240899,0.6628865988682869
29,MetroTraffic,AR-8,F,56600,0.15074569608222527,0.016135895459378987,492.09057612337637,5.7414496946010205
30,MetroTraffic,AR-16,C,99200,0.5043202028999725,0.008445190811587807,866.5028347546234,3.2269832452856706
31,MetroTraffic,AR-16,M,5200,0.428481438747249,0.06570589933473249,44.98386582660023,0.3330067450766603
32,MetroTraffic,AR-16,F,55600,0.13393726922524501,0.011550275253605437,487.03915400698315,4.549766894287841
33,MetroTraffic,AR-32,C,49600,0.5481793962847858,0.006634585485498444,437.10573085623327,2.508861952856651
34,MetroTraffic,AR-32,M,3400,0.40523747075483385,0.020569535131615236,29.790500756609255,0.5073636954919648
35,MetroTraffic,AR-32,F,46600,0.13859706964217247,0.008524802760533808,394.2238199659856,0.9281810099872106
36,MetroTraffic,DNQ,C,200,0.5451070763195759,0.008986642055888464,2.2756607027957214,0.5596935092600054
37,MetroTraffic,DNQ,M,200,0.4620409720795465,0.0545637378743324,2.212303203018382,0.527805826618944
38,MetroTraffic,DNQ,F,200,0.13440991219383225,0.008526966561266204,2.290179020399228,0.5108700422523771
39,MetroTraffic,Pipe,C,1600,0.47344389048117164,0.006005273952743666,26.422684729797766,0.5600339054722514
40,MetroTraffic,Pipe,M,1600,0.37668762432924413,0.012913471718635654,25.45342305658851,0.5224327196923751
41,MetroTraffic,Pipe,F,1600,0.2237068165174223,0.0057577804948756445,25.955271719396116,0.49428032393671084
42,MetroTraffic,Pipe-1,C,1600,0.4691117687344721,0.009927025618006458,26.01585399818141,0.4795694213806667
43,MetroTraffic,Pipe-1,M,1600,0.3583589881424663,0.05844715102304144,25.076603193813934,0.5034319001232576
44,MetroTraffic,Pipe-1,F,1600,0.21395856903175497,0.01828665031294822,25.0349925104063,0.5280484575040924
45,MetroTraffic,Pipe-8,C,200,0.5056778923035259,0.009310188440907963,3.4813292880076916,0.5128504454881444
46,MetroTraffic,Pipe-8,M,200,0.4387360946235189,0.03668620265447179,3.3831897835945712,0.5164847562810606
47,MetroTraffic,Pipe-8,F,200,0.13988256782408398,0.01064251258431047,3.3834799999836833,0.5294450707395587
48,MetroTraffic,Pipe-16,C,200,0.5061746822607336,0.011201265341688495,2.496179727371782,0.5289482234488212
49,MetroTraffic,Pipe-16,M,200,0.43074391713564586,0.05427842768159889,2.4613139254273846,0.5229561554621258
50,MetroTraffic,Pipe-16,F,200,0.13908516571809212,0.0066549260711333815,2.4302369029959663,0.5236229366888747
51,MetroTraffic,Pipe-32,C,200,0.5471785945602516,0.01562606109383269,2.197451920225285,0.5367427437748421
52,MetroTraffic,Pipe-32,M,200,0.435933380349023,0.03322056800152321,2.1606996826129032,0.5132983441148915
53,MetroTraffic,Pipe-32,F,200,0.13718408444974445,0.01025140954837944,2.1650822974042967,0.5226902632915804
54,BeijingAirQuality,AR-8,C,212400,2.3049577524340377,0.014475346380805366,1832.5710729899815,8.791914852068075
55,BeijingAirQuality,AR-8,M,100800,1.2036906666066414,0.011396189896647538,870.0154387646122,4.854598860734133
56,BeijingAirQuality,AR-8,F,70800,0.10828764867383397,0.003479721531232821,609.106620459212,2.9200275933467794
57,BeijingAirQuality,AR-16,C,106200,1.812429635952438,0.04497559480720859,930.4758378022118,3.124131931554407
58,BeijingAirQuality,AR-16,M,51000,1.1132153780139662,0.04295438085925384,436.25546717541295,2.469493448267699
59,BeijingAirQuality,AR-16,F,70800,0.11014151123685285,0.002958593977187972,606.1941557609941,3.9209279431559647
60,BeijingAirQuality,AR-32,C,53000,1.5109003229942926,0.00980467211488997,459.2940618250053,2.1267265484138007
61,BeijingAirQuality,AR-32,M,26000,1.0354270185286618,0.013483518941093247,224.6227773856139,1.574252566766098
62,BeijingAirQuality,AR-32,F,53000,0.10663530377155092,0.003272762958786896,448.59902099701577,1.9546663792351424
63,BeijingAirQuality,DNQ,C,200,1.5218434073702243,0.014233016027455301,2.3552290461957455,0.5416191699526804
64,BeijingAirQuality,DNQ,M,200,1.0563659976195243,0.01596164393863427,2.3645876635797323,0.5351537447388413
65,BeijingAirQuality,DNQ,F,200,0.1097116745363929,0.006285143235982173,2.3829609371954574,0.5452546458124674
66,BeijingAirQuality,Pipe,C,1800,1.5548670304402616,0.0076850779260602175,30.337049206788652,0.44699664486935214
67,BeijingAirQuality,Pipe,M,1800,1.089439945565848,0.019978696588746583,30.045356576610356,0.5269886054832189
68,BeijingAirQuality,Pipe,F,1800,0.24094491832392984,0.02203180646116371,30.10085030081682,0.5169232389597924
69,BeijingAirQuality,Pipe-1,C,1800,1.5365547380316784,0.01939142894501427,28.50499056696426,0.5663241522708559
70,BeijingAirQuality,Pipe-1,M,1800,1.0691179475215986,0.01054892232798034,28.50958085779566,0.5137458185989615
71,BeijingAirQuality,Pipe-1,F,1800,0.23647464042025423,0.006446804002417593,28.661653527012096,0.47751245856528296
72,BeijingAirQuality,Pipe-8,C,400,1.5252118136250228,0.01665554490448532,5.567701613204553,0.5200813026212092
73,BeijingAirQuality,Pipe-8,M,400,1.0272719253613356,0.014683943217272295,5.552254999591969,0.5208098821045782
74,BeijingAirQuality,Pipe-8,F,400,0.1111138388257985,0.004585173965938146,5.6075727145886045,0.5566520098496884
75,BeijingAirQuality,Pipe-16,C,200,1.5222966946804786,0.02842984689091054,2.6653506461996583,0.5124320886157508
76,BeijingAirQuality,Pipe-16,M,200,1.0366927013750493,0.013708240775811925,2.649756393022835,0.5139458898511886
77,BeijingAirQuality,Pipe-16,F,200,0.10845807886625733,0.00534157612514583,2.6679138514213263,0.5203028829133814
78,BeijingAirQuality,Pipe-32,C,200,1.5291936067200311,0.014677391068756061,2.3138973948080093,0.5284365981519069
79,BeijingAirQuality,Pipe-32,M,200,1.052202391477776,0.015036654058253851,2.3052870525745677,0.5243685144873937
80,BeijingAirQuality,Pipe-32,F,200,0.11221277499451403,0.003948673332474772,2.360184626001865,0.5260285684061412
81,RossmanSales,AR-8,C,43800,0.6195890660554785,0.004627086373157575,378.30200376338325,2.7708424978073585
82,RossmanSales,AR-8,M,6600,0.5950265199284648,0.01733429612382435,56.27590127438307,0.6344652596299054
83,RossmanSales,AR-8,F,34800,0.19620159204516266,0.003871782022296274,293.25709608059844,0.9608679034706538
84,RossmanSales,AR-16,C,21800,0.5943769473664002,0.008180740775453508,189.7570225856034,0.8628513725261339
85,RossmanSales,AR-16,M,3400,0.5698347558219863,0.03187867962815018,29.259655105206186,0.534261101050335
86,RossmanSales,AR-16,F,21800,0.1772928270690674,0.0004509239077676097,187.86327745257876,1.0911532948274323
87,RossmanSales,AR-32,C,10800,0.6417804823044344,0.006927146670315977,91.20563777296339,0.6152473440676739
88,RossmanSales,AR-32,M,1800,0.6476022171262371,0.02767996367413845,15.522739531612023,0.5332368901541122
89,RossmanSales,AR-32,F,10800,0.17214417665349277,0.0013991997638876303,92.3665841847891,0.5416012670442513
90,RossmanSales,DNQ,C,200,0.6296143079055891,0.010966797921103156,2.0216400583973155,0.5574658145372358
91,RossmanSales,DNQ,M,200,0.6072815070338452,0.026038204546597058,2.0156506904400886,0.5375907257857836
92,RossmanSales,DNQ,F,200,0.17976338849405504,0.0020595813428158113,2.018638404016383,0.5250661255588168
93,RossmanSales,Pipe,C,400,0.6446485464976087,0.004612603433973523,6.0798264756333085,0.5385948110409571
94,RossmanSales,Pipe,M,400,0.5915215977741679,0.026204460805956356,5.7851222316036,0.5315433326547689
95,RossmanSales,Pipe,F,400,0.449208197156274,0.0058711467470808415,5.782842906005681,0.5451334194938253
96,RossmanSales,Pipe-1,C,400,0.6547921340553481,0.01157986909265793,5.633127843984402,0.5378303302089278
97,RossmanSales,Pipe-1,M,400,0.6273859611072443,0.03647839686995705,5.603264089813456,0.5182444091819293
98,RossmanSales,Pipe-1,F,400,0.4453609615031868,0.004211179381047026,5.614757895586081,0.5163114251765996
99,RossmanSales,Pipe-8,C,200,0.6157779211218447,0.0053467846321799154,2.1413460908224806,0.5559757148549032
100,RossmanSales,Pipe-8,M,200,0.5700988230876938,0.02041477636872991,2.1632218450075014,0.5090807210220181
101,RossmanSales,Pipe-8,F,200,0.20782791852800991,0.004965005058528557,2.150214152201079,0.5362253176224173
102,RossmanSales,Pipe-16,C,200,0.590446360595786,0.01157794310132782,2.1311492454027756,0.5294956000749987
103,RossmanSales,Pipe-16,M,200,0.5522362873064655,0.03740107410766204,2.148694175831042,0.5186051840201941
104,RossmanSales,Pipe-16,F,200,0.18975228655447393,0.0013288657299015247,2.1408678926061837,0.52034101364956
105,RossmanSales,Pipe-32,C,200,0.6183518217650822,0.008725059518965347,2.010099045210518,0.5187785063052297
106,RossmanSales,Pipe-32,M,200,0.6111230070072503,0.02788266774159457,2.0319732905831187,0.5241807986078569
107,RossmanSales,Pipe-32,F,200,0.1797506810235212,0.0014724639145516365,1.9986818005796523,0.5285501538311876
108,PanamaEnergy,AR-8,C,320400,0.8942913098756865,0.3299332565178928,2715.333191971411,17.427676576447965
109,PanamaEnergy,AR-8,M,10800,0.2126343464972678,0.01929491040391341,93.13084199503064,0.5448681808557052
110,PanamaEnergy,AR-8,F,320400,0.1583456227829505,0.0020060222698368786,2802.3844275543934,28.158024161004185
111,PanamaEnergy,AR-16,C,160200,1.074965881607012,0.024298177203127703,1394.782180969231,0.6890282852118417
112,PanamaEnergy,AR-16,M,6000,0.3690031295396111,0.03389575561845548,52.019043962378056,0.6192785660787347
113,PanamaEnergy,AR-16,F,160200,0.16786680353770977,0.0027427742480632543,1390.0808090687963,14.84118651560418
114,PanamaEnergy,AR-32,C,80000,1.0708744313359029,0.023951168981898866,680.8195055343909,2.491133818671449
115,PanamaEnergy,AR-32,M,3600,0.9669507288463166,0.07283127060689856,31.811107247043402,0.4704290341537619
116,PanamaEnergy,AR-32,F,80000,0.2111780607815401,0.0025238130672871665,669.1768523303792,4.1893786593015445
117,PanamaEnergy,DNQ,C,200,1.0508692148323955,0.037096741843563305,2.2969423753907905,0.5397166526016236
118,PanamaEnergy,DNQ,M,200,0.6147391053225534,0.09069693929250035,2.271407937002368,0.5221307572608407
119,PanamaEnergy,DNQ,F,200,0.20772051461571114,0.008182077291337039,2.2714299191720784,0.5271310764439998
120,PanamaEnergy,Pipe,C,2600,1.0081691404878117,0.020708881380082873,42.99588210759684,0.42598490238731906
121,PanamaEnergy,Pipe,M,2600,0.5092084025361595,0.040944113994031854,40.94846877900418,0.5796966488770366
122,PanamaEnergy,Pipe,F,2600,0.17900137205129668,0.003284485696904125,40.855855787405744,0.4640704943292298
123,PanamaEnergy,Pipe-1,C,2600,1.0284894656547146,0.01419718087355017,40.70479568699375,0.5077781302538525
124,PanamaEnergy,Pipe-1,M,2600,0.37664472349471795,0.08808400222274425,40.7679918008158,0.4843784981022598
125,PanamaEnergy,Pipe-1,F,2600,0.1789284572651227,0.0024438372701452967,40.60112344857771,0.5062859176062746
126,PanamaEnergy,Pipe-8,C,400,1.0160229322265513,0.0125513147557825,5.695670557999984,0.5107195086258446
127,PanamaEnergy,Pipe-8,M,400,0.511441053110522,0.10198171232257176,5.704167611408048,0.5077803493130434
128,PanamaEnergy,Pipe-8,F,400,0.17670300074461698,0.002437355483698183,5.74800137320999,0.5257165373793331
129,PanamaEnergy,Pipe-16,C,200,1.0307181555047786,0.014968898744064625,3.029403205635026,0.5301971539405342
130,PanamaEnergy,Pipe-16,M,200,0.6370609717598529,0.13390199063798805,3.0810563965933397,0.490535523725576
131,PanamaEnergy,Pipe-16,F,200,0.18380327740278943,0.0033183147209579957,2.99468110720627,0.5105145008802219
132,PanamaEnergy,Pipe-32,C,200,1.0726173649651476,0.0215508399118864,2.3246729489881544,0.5345831123284529
133,PanamaEnergy,Pipe-32,M,200,0.7201684817496586,0.05018508957346073,2.264925223425962,0.5251668705537943
134,PanamaEnergy,Pipe-32,F,200,0.21208958442984086,0.004252898638059954,2.252954962197691,0.5146312610201995
